Year,Team,matches_total,wins_total,draws_total,losses_total,goals_for_total,goals_against_total,avg_attendance,away_matches,home_matches,away_wins,home_wins,away_avg_attendance,home_avg_attendance,win_attendance_avg,away_win_attendance_avg,home_win_attendance_avg,goal_balance_total,win_rate_total,home_win_rate,away_win_rate,home_away_win_rate_delta,attendance_win_minus_avg,home_away_win_attendance_delta,HostCountry,Winner,QualifiedTeams,tournament_matches_played,tournament_attendance,is_host_team,is_world_cup_winner
1934.0,Argentina,1,0,0,1,2.0,3.0,14000.0,1.0,0.0,0.0,0.0,14000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-14000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,Austria,4,2,0,2,7.0,7.0,20250.0,2.0,2.0,0.0,2.0,21000.0,19500.0,19500.0,0.0,19500.0,0.0,0.5,1.0,0.0,1.0,-750.0,19500.0,Italy,Italy,16,17,363000,0,0
1934.0,Belgium,1,0,0,1,2.0,5.0,8000.0,1.0,0.0,0.0,0.0,8000.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-8000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,Brazil,1,0,0,1,1.0,3.0,21000.0,1.0,0.0,0.0,0.0,21000.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-21000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,Czechoslovakia,4,3,0,1,9.0,6.0,22750.0,1.0,3.0,0.0,3.0,55000.0,12000.0,12000.0,0.0,12000.0,3.0,0.75,1.0,0.0,1.0,-10750.0,12000.0,Italy,Italy,16,17,363000,0,0
1934.0,Egypt,1,0,0,1,2.0,4.0,9000.0,1.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-9000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,France,1,0,0,1,2.0,3.0,16000.0,1.0,0.0,0.0,0.0,16000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-16000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,Germany,4,3,0,1,11.0,8.0,8250.0,1.0,3.0,0.0,3.0,15000.0,6000.0,6000.0,0.0,6000.0,3.0,0.75,1.0,0.0,1.0,-2250.0,6000.0,Italy,Italy,16,17,363000,0,0
1934.0,Hungary,2,1,0,1,5.0,4.0,16000.0,1.0,1.0,0.0,1.0,23000.0,9000.0,9000.0,0.0,9000.0,1.0,0.5,1.0,0.0,1.0,-7000.0,9000.0,Italy,Italy,16,17,363000,0,0
1934.0,Italy,5,4,1,0,12.0,3.0,38600.0,0.0,5.0,0.0,4.0,0.0,38600.0,39500.0,0.0,39500.0,9.0,0.8,0.8,0.0,0.0,900.0,39500.0,Italy,Italy,16,17,363000,1,1
1934.0,Netherlands,1,0,0,1,2.0,3.0,33000.0,1.0,0.0,0.0,0.0,33000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-33000.0,0.0,Italy,Italy,16,17,363000,0,0
