Year,Team,matches_total,wins_total,draws_total,losses_total,goals_for_total,goals_against_total,avg_attendance,away_matches,home_matches,away_wins,home_wins,away_avg_attendance,home_avg_attendance,win_attendance_avg,away_win_attendance_avg,home_win_attendance_avg,goal_balance_total,win_rate_total,home_win_rate,away_win_rate,home_away_win_rate_delta,attendance_win_minus_avg,home_away_win_attendance_delta,HostCountry,Winner,QualifiedTeams,tournament_matches_played,tournament_attendance,is_host_team,is_world_cup_winner
1934.0,Romania,1,0,0,1,1.0,2.0,9000.0,1.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-9000.0,0.0,Italy,Italy,16,17,363000,0,0
1934.0,Spain,3,1,1,1,4.0,3.0,33000.0,2.0,1.0,0.0,1.0,39000.0,21000.0,21000.0,0.0,21000.0,1.0,0.3333333333333333,1.0,0.0,1.0,-12000.0,21000.0,Italy,Italy,16,17,363000,0,0
1934.0,Sweden,2,1,0,1,4.0,4.0,8500.0,1.0,1.0,0.0,1.0,3000.0,14000.0,14000.0,0.0,14000.0,0.0,0.5,1.0,0.0,1.0,5500.0,14000.0,Italy,Italy,16,17,363000,0,0
1934.0,Switzerland,2,1,0,1,5.0,5.0,22500.0,1.0,1.0,0.0,1.0,12000.0,33000.0,33000.0,0.0,33000.0,0.0,0.5,1.0,0.0,1.0,10500.0,33000.0,Italy,Italy,16,17,363000,0,0
1934.0,USA,1,0,0,1,1.0,7.0,25000.0,1.0,0.0,0.0,0.0,25000.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-25000.0,0.0,Italy,Italy,16,17,363000,0,0
1938.0,Belgium,1,0,0,1,1.0,3.0,30454.0,1.0,0.0,0.0,0.0,30454.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-30454.0,0.0,France,Italy,15,18,375700,0,0
1938.0,Brazil,5,3,1,1,14.0,11.0,19722.8,1.0,4.0,0.0,3.0,33000.0,16403.5,14531.0,0.0,14531.0,3.0,0.6,0.75,0.0,0.75,-5191.799999999999,14531.0,France,Italy,15,18,375700,0,0
1938.0,Cuba,3,1,1,1,5.0,12.0,7333.333333333333,1.0,2.0,0.0,1.0,7000.0,7500.0,8000.0,0.0,8000.0,-7.0,0.3333333333333333,0.5,0.0,0.5,666.666666666667,8000.0,France,Italy,15,18,375700,0,0
1938.0,Czechoslovakia,3,1,1,1,5.0,3.0,17054.0,2.0,1.0,0.0,1.0,20081.0,11000.0,11000.0,0.0,11000.0,2.0,0.3333333333333333,1.0,0.0,1.0,-6054.0,11000.0,France,Italy,15,18,375700,0,0
1938.0,Dutch East Indies,1,0,0,1,0.0,6.0,9000.0,1.0,0.0,0.0,0.0,9000.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-9000.0,0.0,France,Italy,15,18,375700,0,0
1938.0,France,2,1,0,1,4.0,4.0,44454.5,1.0,1.0,0.0,1.0,58455.0,30454.0,30454.0,0.0,30454.0,0.0,0.5,1.0,0.0,1.0,-14000.5,30454.0,France,Italy,15,18,375700,1,0
1938.0,Germany,2,0,1,1,3.0,5.0,23588.5,2.0,0.0,0.0,0.0,23588.5,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-23588.5,0.0,France,Italy,15,18,375700,0,0
1938.0,Hungary,4,3,0,1,15.0,5.0,22250.0,1.0,3.0,0.0,3.0,45000.0,14666.666666666666,14666.666666666666,0.0,14666.666666666666,10.0,0.75,1.0,0.0,1.0,-7583.333333333334,14666.666666666666,France,Italy,15,18,375700,0,0
1938.0,Italy,4,4,0,0,11.0,5.0,38863.75,0.0,4.0,0.0,4.0,0.0,38863.75,38863.75,0.0,38863.75,6.0,1.0,1.0,0.0,0.0,0.0,38863.75,France,Italy,15,18,375700,0,1
1938.0,Netherlands,1,0,0,1,0.0,3.0,11000.0,1.0,0.0,0.0,0.0,11000.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-11000.0,0.0,France,Italy,15,18,375700,0,0
1938.0,Norway,1,0,0,1,1.0,2.0,19000.0,1.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-19000.0,0.0,France,Italy,15,18,375700,0,0
1938.0,Poland,1,0,0,1,5.0,6.0,13452.0,1.0,0.0,0.0,0.0,13452.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-13452.0,0.0,France,Italy,15,18,375700,0,0
1938.0,Romania,2,0,1,1,4.0,5.0,7500.0,2.0,0.0,0.0,0.0,7500.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-7500.0,0.0,France,Italy,15,18,375700,0,0
1938.0,Sweden,3,1,0,2,11.0,9.0,13000.0,2.0,1.0,0.0,1.0,16000.0,7000.0,7000.0,0.0,7000.0,2.0,0.3333333333333333,1.0,0.0,1.0,-6000.0,7000.0,France,Italy,15,18,375700,0,0
1938.0,Switzerland,3,1,1,1,5.0,5.0,20725.666666666668,1.0,2.0,0.0,1.0,15000.0,23588.5,20025.0,0.0,20025.0,0.0,0.3333333333333333,0.5,0.0,0.5,-700.6666666666679,20025.0,France,Italy,15,18,375700,0,0
1950.0,Bolivia,1,0,0,1,0.0,8.0,5284.0,1.0,0.0,0.0,0.0,5284.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,-5284.0,0.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Brazil,6,4,1,1,22.0,6.0,121936.33333333333,1.0,5.0,0.0,4.0,173850.0,111553.6,128934.0,0.0,128934.0,16.0,0.6666666666666666,0.8,0.0,0.8,6997.6666666666715,128934.0,Brazil,Uruguay,13,22,1045246,1,0
1950.0,Chile,3,1,0,2,5.0,6.0,19331.333333333332,2.0,1.0,0.0,1.0,24746.5,8501.0,8501.0,0.0,8501.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-10830.333333333332,8501.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,England,3,1,0,2,2.0,2.0,38105.333333333336,2.0,1.0,0.0,1.0,42306.5,29703.0,29703.0,0.0,29703.0,0.0,0.3333333333333333,1.0,0.0,1.0,-8402.333333333336,29703.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Italy,2,1,0,1,4.0,3.0,31156.5,1.0,1.0,0.0,1.0,36502.0,25811.0,25811.0,0.0,25811.0,1.0,0.5,1.0,0.0,1.0,-5345.5,25811.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Mexico,3,0,0,3,2.0,10.0,32102.333333333332,3.0,0.0,0.0,0.0,32102.333333333332,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,-32102.333333333332,0.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Paraguay,2,0,1,1,2.0,4.0,16857.0,2.0,0.0,0.0,0.0,16857.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-16857.0,0.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Spain,6,3,1,2,10.0,12.0,52094.0,3.0,3.0,0.0,3.0,69600.33333333333,34587.666666666664,34587.666666666664,0.0,34587.666666666664,-2.0,0.5,1.0,0.0,1.0,-17506.333333333336,34587.666666666664,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Sweden,5,2,1,2,11.0,15.0,40501.0,2.0,3.0,0.0,2.0,73436.5,18544.0,23864.5,0.0,23864.5,-4.0,0.4,0.6666666666666666,0.0,0.6666666666666666,-16636.5,23864.5,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Switzerland,3,1,1,1,4.0,6.0,17649.333333333332,2.0,1.0,0.0,1.0,24684.0,3580.0,3580.0,0.0,3580.0,-2.0,0.3333333333333333,1.0,0.0,1.0,-14069.333333333332,3580.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,USA,3,1,0,2,4.0,8.0,9387.666666666666,2.0,1.0,0.0,1.0,9006.0,10151.0,10151.0,0.0,10151.0,-4.0,0.3333333333333333,1.0,0.0,1.0,763.3333333333339,10151.0,Brazil,Uruguay,13,22,1045246,0,0
1950.0,Uruguay,4,3,1,0,15.0,5.0,57980.75,0.0,4.0,0.0,3.0,0.0,57980.75,62373.666666666664,0.0,62373.666666666664,10.0,0.75,0.75,0.0,0.0,4392.916666666664,62373.666666666664,Brazil,Uruguay,13,22,1045246,0,1
1950.0,Yugoslavia,3,2,0,1,7.0,3.0,53614.333333333336,1.0,2.0,0.0,2.0,142429.0,9207.0,9207.0,0.0,9207.0,4.0,0.6666666666666666,1.0,0.0,1.0,-44407.333333333336,9207.0,Brazil,Uruguay,13,22,1045246,0,0
1954.0,Austria,5,4,0,1,17.0,12.0,35200.0,1.0,4.0,0.0,4.0,58000.0,29500.0,29500.0,0.0,29500.0,5.0,0.8,1.0,0.0,1.0,-5700.0,29500.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Belgium,2,0,1,1,5.0,8.0,19000.0,2.0,0.0,0.0,0.0,19000.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-19000.0,0.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Brazil,3,1,1,1,8.0,5.0,26035.666666666668,1.0,2.0,0.0,1.0,40000.0,19053.5,13470.0,0.0,13470.0,3.0,0.3333333333333333,0.5,0.0,0.5,-12565.666666666668,13470.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Czechoslovakia,2,0,0,2,0.0,7.0,23250.0,2.0,0.0,0.0,0.0,23250.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,-23250.0,0.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,England,3,1,1,1,8.0,8.0,28500.0,1.0,2.0,0.0,1.0,28000.0,28750.0,43500.0,0.0,43500.0,0.0,0.3333333333333333,0.5,0.0,0.5,15000.0,43500.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,France,2,1,0,1,3.0,3.0,17500.0,1.0,1.0,0.0,1.0,16000.0,19000.0,19000.0,0.0,19000.0,0.0,0.5,1.0,0.0,1.0,1500.0,19000.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Germany FR,6,5,0,1,25.0,14.0,39750.0,1.0,5.0,0.0,5.0,56000.0,36500.0,36500.0,0.0,36500.0,11.0,0.8333333333333334,1.0,0.0,1.0,-3250.0,36500.0,Switzerland,Germany FR,16,26,768607,0,1
1954.0,Hungary,5,4,0,1,27.0,10.0,43300.0,1.0,4.0,0.0,4.0,62500.0,38500.0,38500.0,0.0,38500.0,17.0,0.8,1.0,0.0,1.0,-4800.0,38500.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Italy,3,1,0,2,6.0,7.0,32333.333333333332,2.0,1.0,0.0,1.0,36500.0,24000.0,24000.0,0.0,24000.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-8333.333333333332,24000.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Korea Republic,2,0,0,2,0.0,16.0,8500.0,2.0,0.0,0.0,0.0,8500.0,0.0,0.0,0.0,0.0,-16.0,0.0,0.0,0.0,0.0,-8500.0,0.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Mexico,2,0,0,2,2.0,8.0,16235.0,2.0,0.0,0.0,0.0,16235.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-16235.0,0.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Scotland,2,0,0,2,0.0,8.0,29500.0,2.0,0.0,0.0,0.0,29500.0,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,-29500.0,0.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Switzerland,4,2,0,2,11.0,11.0,37875.0,2.0,2.0,0.0,2.0,39250.0,36500.0,36500.0,0.0,36500.0,0.0,0.5,1.0,0.0,1.0,-1375.0,36500.0,Switzerland,Germany FR,16,26,768607,1,0
1954.0,Turkey,3,1,0,2,10.0,11.0,16333.333333333334,2.0,1.0,0.0,1.0,22500.0,4000.0,4000.0,0.0,4000.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-12333.333333333334,4000.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Uruguay,5,3,0,2,16.0,9.0,31900.0,2.0,3.0,0.0,3.0,38500.0,27500.0,27500.0,0.0,27500.0,7.0,0.6,1.0,0.0,1.0,-4400.0,27500.0,Switzerland,Germany FR,16,26,768607,0,0
1954.0,Yugoslavia,3,1,1,1,2.0,3.0,19212.333333333332,2.0,1.0,0.0,1.0,20818.5,16000.0,16000.0,0.0,16000.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-3212.333333333332,16000.0,Switzerland,Germany FR,16,26,768607,0,0
1958.0,Argentina,3,1,0,2,5.0,10.0,20582.666666666668,1.0,2.0,0.0,1.0,16418.0,22665.0,14174.0,0.0,14174.0,-5.0,0.3333333333333333,0.5,0.0,0.5,-6408.666666666668,14174.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Austria,3,0,1,2,2.0,7.0,18299.666666666668,3.0,0.0,0.0,0.0,18299.666666666668,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-18299.666666666668,0.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Brazil,6,5,1,0,16.0,4.0,35395.166666666664,0.0,6.0,0.0,5.0,0.0,35395.166666666664,34295.2,0.0,34295.2,12.0,0.8333333333333334,0.8333333333333334,0.0,0.0,-1099.9666666666672,34295.2,Sweden,Brazil,16,35,819810,0,1
1958.0,Czechoslovakia,4,1,1,2,9.0,6.0,14565.25,3.0,1.0,0.0,1.0,13947.666666666666,16418.0,16418.0,0.0,16418.0,3.0,0.25,1.0,0.0,1.0,1852.75,16418.0,Sweden,Brazil,16,35,819810,0,0
1958.0,England,4,0,3,1,4.0,5.0,32324.25,3.0,1.0,0.0,0.0,37808.333333333336,15872.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-32324.25,0.0,Sweden,Brazil,16,35,819810,0,0
1958.0,France,6,4,0,2,23.0,15.0,18945.333333333332,2.0,4.0,0.0,4.0,19658.5,18588.75,18588.75,0.0,18588.75,8.0,0.6666666666666666,1.0,0.0,1.0,-356.5833333333321,18588.75,Sweden,Brazil,16,35,819810,0,0
1958.0,Germany FR,6,2,2,2,12.0,14.0,30025.833333333332,3.0,3.0,1.0,1.0,37703.333333333336,22348.333333333332,25605.5,31156.0,20055.0,-2.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,-4420.333333333332,-11101.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Hungary,4,1,1,2,7.0,5.0,17579.0,2.0,2.0,0.0,1.0,20836.5,14321.5,13300.0,0.0,13300.0,2.0,0.25,0.5,0.0,0.5,-4279.0,13300.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Mexico,3,0,1,2,1.0,8.0,20852.333333333332,2.0,1.0,0.0,0.0,23703.5,15150.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,-20852.333333333332,0.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Northern Ireland,5,2,1,2,6.0,10.0,12961.4,3.0,2.0,0.0,2.0,15988.0,8421.5,8421.5,0.0,8421.5,-4.0,0.4,1.0,0.0,1.0,-4539.9,8421.5,Sweden,Brazil,16,35,819810,0,0
1958.0,Paraguay,3,1,1,1,9.0,12.0,13762.0,1.0,2.0,0.0,1.0,16518.0,12384.0,11665.0,0.0,11665.0,-3.0,0.3333333333333333,0.5,0.0,0.5,-2097.0,11665.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Scotland,3,0,1,2,4.0,6.0,11603.333333333334,3.0,0.0,0.0,0.0,11603.333333333334,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-11603.333333333334,0.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Soviet Union,5,2,1,2,5.0,6.0,35319.4,2.0,3.0,0.0,2.0,41414.0,31256.333333333332,22210.5,0.0,22210.5,-1.0,0.4,0.6666666666666666,0.0,0.6666666666666666,-13108.900000000001,22210.5,Sweden,Brazil,16,35,819810,0,0
1958.0,Sweden,6,4,1,1,12.0,7.0,39058.666666666664,1.0,5.0,0.0,4.0,49737.0,36923.0,38582.0,0.0,38582.0,5.0,0.6666666666666666,0.8,0.0,0.8,-476.66666666666424,38582.0,Sweden,Brazil,16,35,819810,1,0
1958.0,Wales,5,1,3,1,4.0,4.0,17905.2,4.0,1.0,0.0,1.0,21675.75,2823.0,2823.0,0.0,2823.0,0.0,0.2,1.0,0.0,1.0,-15082.2,2823.0,Sweden,Brazil,16,35,819810,0,0
1958.0,Yugoslavia,4,1,2,1,7.0,7.0,13741.5,2.0,2.0,0.0,1.0,16579.0,10904.0,12217.0,0.0,12217.0,0.0,0.25,0.5,0.0,0.5,-1524.5,12217.0,Sweden,Brazil,16,35,819810,0,0
1962.0,Argentina,3,1,1,1,2.0,3.0,8291.0,2.0,1.0,0.0,1.0,8869.5,7134.0,7134.0,0.0,7134.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-1157.0,7134.0,Chile,Brazil,16,32,893172,0,0
1962.0,Brazil,6,5,1,0,14.0,5.0,34518.5,0.0,6.0,0.0,5.0,0.0,34518.5,38441.6,0.0,38441.6,9.0,0.8333333333333334,0.8333333333333334,0.0,0.0,3923.0999999999985,38441.6,Chile,Brazil,16,32,893172,0,1
1962.0,Bulgaria,3,0,1,2,1.0,7.0,6758.666666666667,3.0,0.0,0.0,0.0,6758.666666666667,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-6758.666666666667,0.0,Chile,Brazil,16,32,893172,0,0
1962.0,Chile,6,4,0,2,10.0,8.0,59807.666666666664,2.0,4.0,0.0,4.0,71909.0,53757.0,53757.0,0.0,53757.0,2.0,0.6666666666666666,1.0,0.0,1.0,-6050.666666666664,53757.0,Chile,Brazil,16,32,893172,1,0
1962.0,Colombia,3,0,1,2,5.0,11.0,7705.0,3.0,0.0,0.0,0.0,7705.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-7705.0,0.0,Chile,Brazil,16,32,893172,0,0
1962.0,Czechoslovakia,6,3,1,2,7.0,7.0,20751.666666666668,3.0,3.0,0.0,3.0,31410.0,10093.333333333334,10093.333333333334,0.0,10093.333333333334,0.0,0.5,1.0,0.0,1.0,-10658.333333333334,10093.333333333334,Chile,Brazil,16,32,893172,0,0
1962.0,England,4,1,1,2,5.0,6.0,10292.0,2.0,2.0,0.0,1.0,12837.0,7747.0,9794.0,0.0,9794.0,-1.0,0.25,0.5,0.0,0.5,-498.0,9794.0,Chile,Brazil,16,32,893172,0,0
1962.0,Germany FR,4,2,1,1,4.0,2.0,65227.5,1.0,3.0,0.0,2.0,63324.0,65862.0,66073.0,0.0,66073.0,2.0,0.5,0.6666666666666666,0.0,0.6666666666666666,845.5,66073.0,Chile,Brazil,16,32,893172,0,0
1962.0,Hungary,4,2,1,1,8.0,3.0,8753.75,1.0,3.0,0.0,2.0,11690.0,7775.0,7690.0,0.0,7690.0,5.0,0.5,0.6666666666666666,0.0,0.6666666666666666,-1063.75,7690.0,Chile,Brazil,16,32,893172,0,0
1962.0,Italy,3,1,1,1,3.0,2.0,63775.0,2.0,1.0,0.0,1.0,65748.5,59828.0,59828.0,0.0,59828.0,1.0,0.3333333333333333,1.0,0.0,1.0,-3947.0,59828.0,Chile,Brazil,16,32,893172,0,0
1962.0,Mexico,3,1,0,2,3.0,4.0,11002.333333333334,2.0,1.0,0.0,1.0,11179.5,10648.0,10648.0,0.0,10648.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-354.33333333333394,10648.0,Chile,Brazil,16,32,893172,0,0
1962.0,Soviet Union,4,2,1,1,9.0,7.0,11225.75,1.0,3.0,0.0,2.0,17268.0,9211.666666666666,9797.5,0.0,9797.5,2.0,0.5,0.6666666666666666,0.0,0.6666666666666666,-1428.25,9797.5,Chile,Brazil,16,32,893172,0,0
1962.0,Spain,3,1,0,2,2.0,3.0,14430.0,2.0,1.0,0.0,1.0,15707.5,11875.0,11875.0,0.0,11875.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-2555.0,11875.0,Chile,Brazil,16,32,893172,0,0
1962.0,Switzerland,3,0,0,3,2.0,8.0,63252.0,3.0,0.0,0.0,0.0,63252.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,0.0,0.0,-63252.0,0.0,Chile,Brazil,16,32,893172,0,0
1962.0,Uruguay,3,1,0,2,4.0,6.0,8903.333333333334,2.0,1.0,0.0,1.0,9401.0,7908.0,7908.0,0.0,7908.0,-2.0,0.3333333333333333,1.0,0.0,1.0,-995.3333333333339,7908.0,Chile,Brazil,16,32,893172,0,0
1962.0,Yugoslavia,6,3,0,3,10.0,7.0,26921.5,3.0,3.0,0.0,3.0,27403.0,26440.0,26440.0,0.0,26440.0,3.0,0.5,1.0,0.0,1.0,-481.5,26440.0,Chile,Brazil,16,32,893172,0,0
1966.0,Argentina,4,2,1,1,4.0,2.0,53009.0,2.0,2.0,0.0,2.0,68585.5,37432.5,37432.5,0.0,37432.5,2.0,0.5,1.0,0.0,1.0,-15576.5,37432.5,England,England,16,32,1563135,0,0
1966.0,Brazil,3,1,0,2,4.0,6.0,52391.333333333336,2.0,1.0,0.0,1.0,54933.0,47308.0,47308.0,0.0,47308.0,-2.0,0.3333333333333333,1.0,0.0,1.0,-5083.333333333336,47308.0,England,England,16,32,1563135,0,0
1966.0,Bulgaria,3,0,0,3,1.0,8.0,32291.666666666668,3.0,0.0,0.0,0.0,32291.666666666668,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,-32291.666666666668,0.0,England,England,16,32,1563135,0,0
1966.0,Chile,3,0,1,2,2.0,5.0,19006.0,3.0,0.0,0.0,0.0,19006.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-19006.0,0.0,England,England,16,32,1563135,0,0
1966.0,England,6,5,1,0,11.0,3.0,93331.5,0.0,6.0,0.0,5.0,0.0,93331.5,94568.2,0.0,94568.2,8.0,0.8333333333333334,0.8333333333333334,0.0,0.0,1236.699999999997,94568.2,England,England,16,32,1563135,1,1
1966.0,France,3,0,1,2,2.0,5.0,71056.33333333333,2.0,1.0,0.0,0.0,71966.0,69237.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,-71056.33333333333,0.0,England,England,16,32,1563135,0,0
1966.0,Germany FR,6,4,1,1,15.0,6.0,50017.5,1.0,5.0,0.0,4.0,96924.0,40636.2,39148.5,0.0,39148.5,9.0,0.6666666666666666,0.8,0.0,0.8,-10869.0,39148.5,England,England,16,32,1563135,0,0
1966.0,Hungary,4,2,0,2,8.0,7.0,33061.5,2.0,2.0,0.0,2.0,28365.0,37758.0,37758.0,0.0,37758.0,1.0,0.5,1.0,0.0,1.0,4696.5,37758.0,England,England,16,32,1563135,0,0
1966.0,Italy,3,1,0,2,2.0,2.0,24273.666666666668,2.0,1.0,0.0,1.0,22811.0,27199.0,27199.0,0.0,27199.0,0.0,0.3333333333333333,1.0,0.0,1.0,2925.333333333332,27199.0,England,England,16,32,1563135,0,0
1966.0,Korea DPR,4,1,1,2,5.0,9.0,23718.75,2.0,2.0,0.0,1.0,31627.0,15810.5,17829.0,0.0,17829.0,-4.0,0.25,0.5,0.0,0.5,-5889.75,17829.0,England,England,16,32,1563135,0,0
1966.0,Mexico,3,0,2,1,1.0,3.0,74306.33333333333,3.0,0.0,0.0,0.0,74306.33333333333,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-74306.33333333333,0.0,England,England,16,32,1563135,0,0
1966.0,Portugal,6,5,0,1,17.0,8.0,56040.0,1.0,5.0,0.0,5.0,94493.0,48349.4,48349.4,0.0,48349.4,9.0,0.8333333333333334,1.0,0.0,1.0,-7690.5999999999985,48349.4,England,England,16,32,1563135,0,0
1966.0,Soviet Union,6,4,0,2,10.0,6.0,36606.5,2.0,4.0,0.0,4.0,62984.5,23417.5,23417.5,0.0,23417.5,4.0,0.6666666666666666,1.0,0.0,1.0,-13189.0,23417.5,England,England,16,32,1563135,0,0
1966.0,Spain,3,1,0,2,4.0,5.0,38984.333333333336,2.0,1.0,0.0,1.0,42462.5,32028.0,32028.0,0.0,32028.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-6956.333333333336,32028.0,England,England,16,32,1563135,0,0
1966.0,Switzerland,3,0,0,3,1.0,9.0,33427.333333333336,3.0,0.0,0.0,0.0,33427.333333333336,0.0,0.0,0.0,0.0,-8.0,0.0,0.0,0.0,0.0,-33427.333333333336,0.0,England,England,16,32,1563135,0,0
1966.0,Uruguay,4,1,2,1,2.0,5.0,58482.25,2.0,2.0,0.0,1.0,63577.5,53387.0,45662.0,0.0,45662.0,-3.0,0.25,0.5,0.0,0.5,-12820.25,45662.0,England,England,16,32,1563135,0,0
1970.0,Belgium,3,1,0,2,4.0,5.0,98552.66666666667,2.0,1.0,0.0,1.0,101726.5,92205.0,92205.0,0.0,92205.0,-1.0,0.3333333333333333,1.0,0.0,1.0,-6347.6666666666715,92205.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,Brazil,6,6,0,0,19.0,7.0,63908.333333333336,0.0,6.0,0.0,6.0,0.0,63908.333333333336,63908.333333333336,0.0,63908.333333333336,12.0,1.0,1.0,0.0,0.0,0.0,63908.333333333336,Mexico,Brazil,16,32,1603975,0,1
1970.0,Bulgaria,3,0,1,2,5.0,9.0,12924.666666666666,2.0,1.0,0.0,0.0,13237.5,12299.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,-12924.666666666666,0.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,Czechoslovakia,3,0,0,3,2.0,7.0,53002.333333333336,3.0,0.0,0.0,0.0,53002.333333333336,0.0,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,-53002.333333333336,0.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,El Salvador,3,0,0,3,0.0,9.0,95080.66666666667,3.0,0.0,0.0,0.0,95080.66666666667,0.0,0.0,0.0,0.0,-9.0,0.0,0.0,0.0,0.0,-95080.66666666667,0.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,England,4,2,0,2,4.0,4.0,47513.0,2.0,2.0,0.0,2.0,45100.0,49926.0,49926.0,0.0,49926.0,0.0,0.5,1.0,0.0,1.0,2413.0,49926.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,Germany FR,6,5,0,1,17.0,10.0,45621.833333333336,1.0,5.0,0.0,5.0,102444.0,34257.4,34257.4,0.0,34257.4,7.0,0.8333333333333334,1.0,0.0,1.0,-11364.433333333334,34257.4,Mexico,Brazil,16,32,1603975,0,0
1970.0,Israel,3,0,2,1,1.0,3.0,13389.333333333334,3.0,0.0,0.0,0.0,13389.333333333334,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,-13389.333333333334,0.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,Italy,6,3,2,1,10.0,8.0,48333.0,2.0,4.0,0.0,3.0,68690.0,38154.5,47576.0,0.0,47576.0,2.0,0.5,0.75,0.0,0.75,-757.0,47576.0,Mexico,Brazil,16,32,1603975,0,0
1970.0,Mexico,4,2,1,1,6.0,4.0,86315.25,1.0,3.0,0.0,2.0,26851.0,106136.66666666667,105625.0,0.0,105625.0,2.0,0.5,0.6666666666666666,0.0,0.6666666666666666,19309.75,105625.0,Mexico,Brazil,16,32,1603975,1,0
1970.0,Morocco,3,0,1,2,2.0,6.0,12926.0,3.0,0.0,0.0,0.0,12926.0,0.0,0.0,0.0,0.0,-4.0,0.0,0.0,0.0,0.0,-12926.0,0.0,Mexico,Brazil,16,32,1603975,0,0
